# sigma8,om0,ode0
8.098797767373361323e-01,3.325382097231779910e-01,7.125487885496942786e-01
8.100271907700592466e-01,3.318762596757887096e-01,7.125490299898720181e-01
8.098980374607802624e-01,3.326226299053194335e-01,7.131498875105453106e-01
8.097083270286361545e-01,3.317988749934141501e-01,7.123147541351809720e-01
8.106341040977967927e-01,3.322078143227210623e-01,7.126963350935494601e-01
8.104776726369276041e-01,3.313658606444805366e-01,7.124075688218669544e-01
8.100588049028875082e-01,3.311986903582911368e-01,7.122663199320341532e-01
8.098916617364403381e-01,3.317662050772764992e-01,7.113182849175919698e-01
8.099704227672605006e-01,3.317658051459618784e-01,7.123687545003012378e-01
8.093827560397957033e-01,3.330855541746146065e-01,7.121876257788941622e-01
8.104260905598058562e-01,3.321891749982486264e-01,7.125458743565090680e-01
8.100152970795855278e-01,3.318092470609552702e-01,7.131331594966678900e-01
8.101140195681090228e-01,3.311398009641268736e-01,7.125247731359096726e-01
8.100437316037977231e-01,3.320849420274606389e-01,7.128775677573312430e-01
8.103207239111330784e-01,3.320430231009109945e-01,7.125756647992788073e-01
8.103066242289043153e-01,3.319132572842921070e-01,7.125908292355118689e-01
8.099175189271400344e-01,3.311166983094215865e-01,7.109958919482558537e-01
8.103138727955579990e-01,3.316949901506247578e-01,7.125079108821601448e-01
8.095952399710277803e-01,3.323920703484011252e-01,7.120651064079274173e-01
8.101503369048914660e-01,3.319990140450742588e-01,7.124403262354196409e-01
8.098832738877512760e-01,3.325543772137995457e-01,7.126639063043077593e-01
8.099581000386889551e-01,3.324314678904260467e-01,7.125624157054314400e-01
8.098980374607802624e-01,3.326226299053194335e-01,7.131498875105453106e-01
8.095534652120459640e-01,3.317471652918240754e-01,7.122470122924776659e-01
8.109616445498639692e-01,3.322173685668933230e-01,7.128629979841151210e-01
8.104776726369276041e-01,3.313658606444805366e-01,7.124075688218669544e-01
8.100588049028875082e-01,3.311986903582911368e-01,7.122663199320341532e-01
8.096769985913820911e-01,3.323683328084112709e-01,7.101828166226191730e-01
8.099633295536309285e-01,3.317654880478165813e-01,7.123666834418037608e-01
8.093827560397957033e-01,3.330855541746146065e-01,7.121876257788941622e-01
8.104260905598058562e-01,3.321891749982486264e-01,7.125458743565090680e-01
8.100152970795855278e-01,3.318092470609552702e-01,7.131331594966678900e-01
8.101616097079447076e-01,3.316367406947175467e-01,7.126841226709746957e-01
8.100437316037977231e-01,3.320849420274606389e-01,7.128775677573312430e-01
8.103207239111330784e-01,3.320430231009109945e-01,7.125756647992788073e-01
8.105035058955543104e-01,3.317747802181255090e-01,7.130742241212589816e-01
8.099027435906057670e-01,3.313729558708675693e-01,7.111065462597705444e-01
8.103138727955579990e-01,3.316949901506247578e-01,7.125079108821601448e-01
8.096459467723143844e-01,3.322615331186431487e-01,7.120871160412750589e-01
8.102224895712282215e-01,3.322724526922659072e-01,7.128879711560297538e-01
8.098832738877512760e-01,3.325543772137995457e-01,7.126639063043077593e-01
8.098803809932659803e-01,3.325923524601618331e-01,7.125743223586358255e-01
8.098980374607802624e-01,3.326226299053194335e-01,7.131498875105453106e-01
8.095534652120459640e-01,3.317471652918240754e-01,7.122470122924776659e-01
8.109616445498639692e-01,3.322173685668933230e-01,7.128629979841151210e-01
8.104776726369276041e-01,3.313658606444805366e-01,7.124075688218669544e-01
8.100588049028875082e-01,3.311986903582911368e-01,7.122663199320341532e-01
8.098532027759783869e-01,3.322321720598857553e-01,7.114775635101555640e-01
8.099587779979432467e-01,3.317359988398654314e-01,7.122720149035535186e-01
